files_num,best_flair_images,best_t1w_images,best_t1wce_images,best_t2w_images
620,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00620/FLAIR/Image-143.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00620/T1w/Image-166.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00620/T1wCE/Image-164.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00620/T2w/Image-95.dcm
20,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00020/FLAIR/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00020/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00020/T1wCE/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00020/T2w/Image-207.dcm
227,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00227/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00227/T1w/Image-118.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00227/T1wCE/Image-113.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00227/T2w/Image-39.dcm
251,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00251/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00251/T1w/Image-100.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00251/T1wCE/Image-102.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00251/T2w/Image-37.dcm
259,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00259/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00259/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00259/T1wCE/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00259/T2w/Image-35.dcm
297,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00297/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00297/T1w/Image-124.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00297/T1wCE/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00297/T2w/Image-41.dcm
780,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00780/FLAIR/Image-10.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00780/T1w/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00780/T1wCE/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00780/T2w/Image-13.dcm
191,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00191/FLAIR/Image-31.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00191/T1w/Image-115.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00191/T1wCE/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00191/T2w/Image-34.dcm
56,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00056/FLAIR/Image-176.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00056/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00056/T1wCE/Image-53.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00056/T2w/Image-212.dcm
306,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00306/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00306/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00306/T1wCE/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00306/T2w/Image-35.dcm
1007,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01007/FLAIR/Image-57.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01007/T1w/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01007/T1wCE/Image-61.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01007/T2w/Image-65.dcm
488,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00488/FLAIR/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00488/T1w/Image-96.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00488/T1wCE/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00488/T2w/Image-177.dcm
810,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00810/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00810/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00810/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00810/T2w/Image-14.dcm
599,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00599/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00599/T1w/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00599/T1wCE/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00599/T2w/Image-48.dcm
369,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00369/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00369/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00369/T1wCE/Image-122.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00369/T2w/Image-18.dcm
519,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00519/FLAIR/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00519/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00519/T1wCE/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00519/T2w/Image-208.dcm
314,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00314/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00314/T1w/Image-103.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00314/T1wCE/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00314/T2w/Image-37.dcm
146,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00146/FLAIR/Image-41.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00146/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00146/T1wCE/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00146/T2w/Image-22.dcm
260,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00260/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00260/T1w/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00260/T1wCE/Image-85.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00260/T2w/Image-39.dcm
793,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00793/FLAIR/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00793/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00793/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00793/T2w/Image-15.dcm
479,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00479/FLAIR/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00479/T1w/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00479/T1wCE/Image-139.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00479/T2w/Image-411.dcm
62,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00062/FLAIR/Image-257.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00062/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00062/T1wCE/Image-63.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00062/T2w/Image-186.dcm
294,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00294/FLAIR/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00294/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00294/T1wCE/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00294/T2w/Image-19.dcm
95,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00095/FLAIR/Image-235.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00095/T1w/Image-22.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00095/T1wCE/Image-192.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00095/T2w/Image-337.dcm
338,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00338/FLAIR/Image-33.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00338/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00338/T1wCE/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00338/T2w/Image-18.dcm
162,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00162/FLAIR/Image-27.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00162/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00162/T1wCE/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00162/T2w/Image-36.dcm
654,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00654/FLAIR/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00654/T1w/Image-151.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00654/T1wCE/Image-144.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00654/T2w/Image-83.dcm
432,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00432/FLAIR/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00432/T1w/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00432/T1wCE/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00432/T2w/Image-36.dcm
379,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00379/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00379/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00379/T1wCE/Image-104.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00379/T2w/Image-40.dcm
11,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00011/FLAIR/Image-468.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00011/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00011/T1wCE/Image-56.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00011/T2w/Image-79.dcm
526,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00526/FLAIR/Image-74.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00526/T1w/Image-102.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00526/T1wCE/Image-102.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00526/T2w/Image-195.dcm
288,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00288/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00288/T1w/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00288/T1wCE/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00288/T2w/Image-37.dcm
348,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00348/FLAIR/Image-31.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00348/T1w/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00348/T1wCE/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00348/T2w/Image-37.dcm
240,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00240/FLAIR/Image-38.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00240/T1w/Image-118.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00240/T1wCE/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00240/T2w/Image-43.dcm
836,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00836/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00836/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00836/T1wCE/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00836/T2w/Image-19.dcm
685,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00685/FLAIR/Image-65.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00685/T1w/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00685/T1wCE/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00685/T2w/Image-185.dcm
250,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00250/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00250/T1w/Image-131.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00250/T1wCE/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00250/T2w/Image-40.dcm
683,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00683/FLAIR/Image-56.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00683/T1w/Image-92.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00683/T1wCE/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00683/T2w/Image-192.dcm
500,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00500/FLAIR/Image-138.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00500/T1w/Image-193.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00500/T1wCE/Image-194.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00500/T2w/Image-101.dcm
339,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00339/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00339/T1w/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00339/T1wCE/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00339/T2w/Image-38.dcm
746,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00746/FLAIR/Image-77.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00746/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00746/T1wCE/Image-115.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00746/T2w/Image-186.dcm
218,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00218/FLAIR/Image-38.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00218/T1w/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00218/T1wCE/Image-130.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00218/T2w/Image-22.dcm
157,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00157/FLAIR/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00157/T1w/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00157/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00157/T2w/Image-36.dcm
816,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00816/FLAIR/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00816/T1w/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00816/T1wCE/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00816/T2w/Image-13.dcm
64,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00064/FLAIR/Image-436.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00064/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00064/T1wCE/Image-186.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00064/T2w/Image-225.dcm
788,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00788/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00788/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00788/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00788/T2w/Image-15.dcm
313,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00313/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00313/T1w/Image-123.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00313/T1wCE/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00313/T2w/Image-38.dcm
262,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00262/FLAIR/Image-33.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00262/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00262/T1wCE/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00262/T2w/Image-19.dcm
430,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00430/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00430/T1w/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00430/T1wCE/Image-91.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00430/T2w/Image-30.dcm
26,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00026/FLAIR/Image-59.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00026/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00026/T1wCE/Image-46.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00026/T2w/Image-306.dcm
